Id,TipoNodo,SiguienteID,Variable,Valor,SiguienteID_Si_Verdadero,SiguienteID_Si_Falso,Musica,Musica_Accion,Musica_AccionTiempo,FondoPrincipal,FondoPrincipal_Tamano,FondoPrincipal_Accion,FondoPrincipal_AccionTiempo,FondoPrincipal_Coordenadas,FondoSecundario,FondoSecundario_Tamano,FondoSecundario_Coordenadas,Sprite1,Sprite1_Tamano,Sprite1_Accion,Sprite1_Switch,Sprite1_Coordenadas,Sprite1_Tiempo,Sprite1Cara,Sprite1Cara_Tamano,Sprite1Cara_Accion,Sprite1Cara_Switch,Sprite1Cara_Coordenadas,Sprite1Cara_Tiempo,Sprite1Cabeza,Sprite1Cabeza_Tamano,Sprite1Cabeza_Accion,Sprite1Cabeza_Switch,Sprite1Cabeza_Coordenadas,Sprite1Cabeza_Tiempo,Sprite1BrazoIzq,Sprite1BrazoIzq_Tamano,Sprite1BrazoIzq_Accion,Sprite1BrazoIzq_Switch,Sprite1BrazoIzq_Coordenadas,Sprite1BrazoIzq_Tiempo,Sprite1BrazoDer,Sprite1BrazoDer_Tamano,Sprite1BrazoDer_Accion,Sprite1BrazoDer_Switch,Sprite1BrazoDer_Coordenadas,Sprite1BrazoDer_Tiempo,Sprite2,Sprite2_Tamano,Sprite2_Accion,Sprite2_Switch,Sprite2_Coordenadas,Sprite2_Tiempo,Sprite2Cara,Sprite2Cara_Tamano,Sprite2Cara_Accion,Sprite2Cara_Switch,Sprite2Cara_Coordenadas,Sprite2Cara_Tiempo,Sprite2Cabeza,Sprite2Cabeza_Tamano,Sprite2Cabeza_Accion,Sprite2Cabeza_Switch,Sprite2Cabeza_Coordenadas,Sprite2Cabeza_Tiempo,Sprite2BrazoIzq,Sprite2BrazoIzq_Tamano,Sprite2BrazoIzq_Accion,Sprite2BrazoIzq_Switch,Sprite2BrazoIzq_Coordenadas,Sprite2BrazoIzq_Tiempo,Sprite2BrazoDer,Sprite2BrazoDer_Tamano,Sprite2BrazoDer_Accion,Sprite2BrazoDer_Switch,Sprite2BrazoDer_Coordenadas,Sprite2BrazoDer_Tiempo,Sprite3,Sprite3_Tamano,Sprite3_Accion,Sprite3_Switch,Sprite3_Coordenadas,Sprite3_Tiempo,Sprite3Cara,Sprite3Cara_Tamano,Sprite3Cara_Accion,Sprite3Cara_Switch,Sprite3Cara_Coordenadas,Sprite3Cara_Tiempo,Sprite3Cabeza,Sprite3Cabeza_Tamano,Sprite3Cabeza_Accion,Sprite3Cabeza_Switch,Sprite3Cabeza_Coordenadas,Sprite3Cabeza_Tiempo,Sprite3BrazoIzq,Sprite3BrazoIzq_Tamano,Sprite3BrazoIzq_Accion,Sprite3BrazoIzq_Switch,Sprite3BrazoIzq_Coordenadas,Sprite3BrazoIzq_Tiempo,Sprite3BrazoDer,Sprite3BrazoDer_Tamano,Sprite3BrazoDer_Accion,Sprite3BrazoDer_Switch,Sprite3BrazoDer_Coordenadas,Sprite3BrazoDer_Tiempo,Sprite4,Sprite4_Tamano,Sprite4_Accion,Sprite4_Switch,Sprite4_Coordenadas,Sprite4_Tiempo,Sprite4Cara,Sprite4Cara_Tamano,Sprite4Cara_Accion,Sprite4Cara_Switch,Sprite4Cara_Coordenadas,Sprite4Cara_Tiempo,Sprite4Cabeza,Sprite4Cabeza_Tamano,Sprite4Cabeza_Accion,Sprite4Cabeza_Switch,Sprite4Cabeza_Coordenadas,Sprite4Cabeza_Tiempo,Sprite4BrazoIzq,Sprite4BrazoIzq_Tamano,Sprite4BrazoIzq_Accion,Sprite4BrazoIzq_Switch,Sprite4BrazoIzq_Coordenadas,Sprite4BrazoIzq_Tiempo,Sprite4BrazoDer,Sprite4BrazoDer_Tamano,Sprite4BrazoDer_Accion,Sprite4BrazoDer_Switch,Sprite4BrazoDer_Coordenadas,Sprite4BrazoDer_Tiempo,Sprite5,Sprite5_Tamano,Sprite5_Accion,Sprite5_Switch,Sprite5_Coordenadas,Sprite5_Tiempo,Sprite5Cara,Sprite5Cara_Tamano,Sprite5Cara_Accion,Sprite5Cara_Switch,Sprite5Cara_Coordenadas,Sprite5Cara_Tiempo,Sprite5Cabeza,Sprite5Cabeza_Tamano,Sprite5Cabeza_Accion,Sprite5Cabeza_Switch,Sprite5Cabeza_Coordenadas,Sprite5Cabeza_Tiempo,Sprite5BrazoIzq,Sprite5BrazoIzq_Tamano,Sprite5BrazoIzq_Accion,Sprite5BrazoIzq_Switch,Sprite5BrazoIzq_Coordenadas,Sprite5BrazoIzq_Tiempo,Sprite5BrazoDer,Sprite5BrazoDer_Tamano,Sprite5BrazoDer_Accion,Sprite5BrazoDer_Switch,Sprite5BrazoDer_Coordenadas,Sprite5BrazoDer_Tiempo,Sprite6,Sprite6_Tamano,Sprite6_Accion,Sprite6_Switch,Sprite6_Coordenadas,Sprite6_Tiempo,Sprite6Cara,Sprite6Cara_Tamano,Sprite6Cara_Accion,Sprite6Cara_Switch,Sprite6Cara_Coordenadas,Sprite6Cara_Tiempo,Sprite6Cabeza,Sprite6Cabeza_Tamano,Sprite6Cabeza_Accion,Sprite6Cabeza_Switch,Sprite6Cabeza_Coordenadas,Sprite6Cabeza_Tiempo,Sprite6BrazoIzq,Sprite6BrazoIzq_Tamano,Sprite6BrazoIzq_Accion,Sprite6BrazoIzq_Switch,Sprite6BrazoIzq_Coordenadas,Sprite6BrazoIzq_Tiempo,Sprite6BrazoDer,Sprite6BrazoDer_Tamano,Sprite6BrazoDer_Accion,Sprite6BrazoDer_Switch,Sprite6BrazoDer_Coordenadas,Sprite6BrazoDer_Tiempo
16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,19_wbIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_wbIn,evento,20_fpCambio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_fpCambio,evento,21_wbOut,,,,,,,,events/intro-iwanako,450x240,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_wbOut,evento,22,,,,,,,,,630x314-480x240,zoomOut,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,27_wbIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_wbIn,evento,28_fpCambio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_fpCambio,evento,29_wbOut,,,,,,fadeOut,6,bgs/snowywoods,480x240,visible,0,0 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_wbOut,evento,30_hAttk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_hAttk,evento,31_hAttk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_hAttk,evento,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,33_wbIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_wbIn,evento,34_fpCambio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_fpCambio,evento,35_wbOut,,,,,,,,events/intro-iwanako,480x240,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_wbOut,evento,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
